id,ag_name,ag_cat
BE-16420,Tanz,Musik / Tanz
BE-16420,Theater,Kunst / Kultur
BE-16420,Schulband,Musik / Tanz
BE-16420,Handarbeit,Handwerk
BE-16420,Englisch,Sprachen
BE-16420,Französisch,Sprachen
BE-16420,Spanisch,Sprachen
BE-16420,Kochen,Handwerk
BE-16420,Basteln,Handwerk
BE-16420,Keramik,Handwerk
BE-16421,Basketball,Sport
BE-16421,Fußball,Sport
BE-16421,Handball,Sport
BE-16421,Tanz,Musik / Tanz
BE-16421,Bildende Kunst,Kunst / Kultur
BE-16421,Computer,Naturwissenschaft / Technik
BE-16421,Theater,Kunst / Kultur
BE-16421,Englisch,Sprachen
BE-16421,Gitarre,Musik / Tanz
BE-16421,Filzen,Handwerk
BE-16422,Fußball,Sport
BE-16422,Selbstverteidigung,Sport
BE-16422,Schwimmen,Sport
BE-16422,Schulgarten,Umwelt
BE-16422,Handarbeiten,Handwerk
BE-16422,Basteln,Handwerk
BE-16422,Streitschlichter,Gesellschaft / Partizipation
BE-16422,Zirkus,Kunst / Kultur
BE-16422,Computer,Naturwissenschaft / Technik
BE-16423,Saxophon,Musik / Tanz
BE-16423,Kreatives Schreiben,Literatur / Medien
BE-16425,Rudern,Sport
BE-16425,Handball,Sport
BE-16425,Fußball,Sport
BE-16425,Zirkus,Kunst / Kultur
BE-16425,Computer,Naturwissenschaft / Technik
BE-16425,Lego,Naturwissenschaft / Technik
BE-16425,Theater,Kunst / Kultur
BE-16426,Basketball,Sport
BE-16426,Fußball,Sport
BE-16426,Tennis,Sport
BE-16426,Schach,Sport
BE-16426,Leichtathletik,Sport
BE-16426,Medien,Literatur / Medien
BE-16426,Instrumentalunterricht,Musik / Tanz
BE-16426,Computerkurse,Naturwissenschaft / Technik
BE-16427,Ballspiele,Sport
BE-16427,Kochen und Backen,Handwerk
BE-16427,Bildende Kunst,Kunst / Kultur
BE-16427,Gitarre,Musik / Tanz
BE-16427,Mathematik,Naturwissenschaft / Technik
BE-16427,Fußball,Sport
BE-16427,Streitschlichter,Gesellschaft / Partizipation
BE-16427,Leseratten,Literatur / Medien
BE-16427,Darstellendes Spiel,Kunst / Kultur
BE-16427,Kinder in anderen Ländern,Gesellschaft / Partizipation
BE-16427,Computer,Naturwissenschaft / Technik
BE-16427,Schulgarten,Umwelt
BE-16427,Chor,Musik / Tanz
BE-16427,Judo,Sport
BE-16427,Englisch,Sprachen
BE-16427,Basteln,Handwerk
BE-16433,Leichtathletik,Sport
BE-16433,Schwimmen,Sport
BE-16433,Volleyball,Sport
BE-16433,Basketball,Sport
BE-16433,Einrad,Sport
BE-16433,Gitarre,Musik / Tanz
BE-16433,Modellieren,Handwerk
BE-16433,Flöten,Musik / Tanz
BE-16436,Fitness,Sport
BE-16436,Fußball,Sport
BE-16436,Kochen,Handwerk
BE-16436,Kunst,Kunst / Kultur
BE-16436,Tischtennis,Sport
BE-16436,Tanzen,Musik / Tanz
BE-16436,Holzbearbeitung,Handwerk
BE-16436,Computer,Naturwissenschaft / Technik
BE-16436,Schülerzeitung,Literatur / Medien
BE-16436,Selbstverteidigung,Sport
BE-16439,Chor,Musik / Tanz
BE-16439,Filzen,Handwerk
BE-16439,Sport,Sport
BE-16439,Percussion,Musik / Tanz
BE-16439,Kochen,Handwerk
BE-16439,Mediation,Gesellschaft / Partizipation
BE-16439,Selbstverteidigung,Sport
BE-16439,Kreativ-AG,Kunst / Kultur
BE-16439,Fotografie,Literatur / Medien
BE-16440,Kung Fu,Sport
BE-16440,Zirkus,Kunst / Kultur
BE-16440,Einrad,Sport
BE-16440,Leichtathletik,Sport
BE-16440,Flöte,Musik / Tanz
BE-16446,Chor,Musik / Tanz
BE-16446,Tanzen,Musik / Tanz
BE-16446,Fußball,Sport
BE-16446,Schulgarten,Umwelt
BE-16451,Fußball,Sport
BE-16451,Basketball,Sport
BE-16451,Töpfern,Handwerk
BE-16451,Computerkurs,Naturwissenschaft / Technik
BE-16451,Schwimmen,Sport
BE-16454,Fotografie,Literatur / Medien
BE-16454,Film,Literatur / Medien
BE-16454,Darstellendes Spiel,Kunst / Kultur
BE-16454,Orchester,Musik / Tanz
BE-16454,Fußball,Sport
BE-16454,Volleyball,Sport
BE-16454,Russisch,Sprachen
BE-16454,Spanisch,Sprachen
BE-16454,DELF-Diplom,Sprachen
BE-16454,Mediation,Gesellschaft / Partizipation
BE-16455,Kochen,Handwerk
BE-16455,Chor,Musik / Tanz
BE-16455,Orchester,Musik / Tanz
BE-16455,Tischtennis,Sport
BE-16455,Astronomie,Naturwissenschaft / Technik
BE-16455,Musical,Musik / Tanz
BE-16455,Theater,Kunst / Kultur
BE-16455,Chor,Musik / Tanz
BE-16457,Badminton,Sport
BE-16457,Fotografie,Literatur / Medien
BE-16457,Mediation,Gesellschaft / Partizipation
BE-16457,Rudern,Sport
BE-16457,Internet,Naturwissenschaft / Technik
BE-16457,Basketball,Sport
BE-16457,Handball,Sport
BE-16457,Judo,Sport
BE-16457,Fußball,Sport
BE-16457,Zeitung,Literatur / Medien
BE-16457,Musik,Musik / Tanz
BE-16459,Badminton,Sport
BE-16459,Bläser,Musik / Tanz
BE-16459,Chor,Musik / Tanz
BE-16459,Handball,Sport
BE-16459,Psychologie,Gesellschaft / Partizipation
BE-16459,Basketball,Sport
BE-16459,Fußball,Sport
BE-16459,Homepage,Naturwissenschaft / Technik
BE-16459,Schülerzeitung,Literatur / Medien
BE-16459,Volleyball,Sport
BE-16459,Bildende Kunst,Kunst / Kultur
BE-16459,Film,Literatur / Medien
BE-16459,Philosophie,Gesellschaft / Partizipation
BE-16459,Schach,Sport
BE-16459,Skat,Gesellschaft / Partizipation
BE-16459,Judo,Sport
BE-16465,Schulgarten,Umwelt
BE-16465,Theater,Kunst / Kultur
BE-16466,Fußball,Sport
BE-16466,Judo,Sport
BE-16466,Volleyball,Sport
BE-16466,Basketball,Sport
BE-16468,Kochen,Handwerk
BE-16468,Musik,Musik / Tanz
BE-16468,Fußball,Sport
BE-16468,Basketball,Sport
BE-16468,Holzbearbeitung,Handwerk
BE-16468,Badminton,Sport
BE-16469,Sport,Sport
BE-16469,Tanz,Musik / Tanz
BE-16469,Wirtschaft,Gesellschaft / Partizipation
BE-16469,Kochen,Handwerk
BE-16469,Backen,Handwerk
BE-16469,Klettern,Sport
BE-16470,Sport und Spiel,Sport
BE-16470,Fußball,Sport
BE-16470,Holzwerkstatt,Handwerk
BE-16470,Kochen und Backen,Handwerk
BE-16470,Fahrradwerkstatt,Handwerk
BE-16470,Theater,Kunst / Kultur
BE-16470,Schülerzeitung,Literatur / Medien
BE-16470,Gymnastik,Sport
BE-16470,Gitarren-AG,Musik / Tanz
BE-16470,Schulband,Musik / Tanz
BE-16470,Töpfern,Handwerk
BE-16471,Orchester,Musik / Tanz
BE-16471,Band,Musik / Tanz
BE-16471,Tontechnik,Naturwissenschaft / Technik
BE-16471,Darstellendes Spiel,Kunst / Kultur
BE-16471,Badminton,Sport
BE-16471,Fotografie,Literatur / Medien
BE-16471,Schwimmen,Sport
BE-16471,Mediation,Gesellschaft / Partizipation
BE-16471,Drucktechniken,Handwerk
BE-16471,Kreatives Schreiben,Literatur / Medien
BE-16471,Chor,Musik / Tanz
BE-16471,Bläserklasse,Musik / Tanz
BE-16471,Keyboard,Musik / Tanz
BE-16471,Tontechnik,Naturwissenschaft / Technik
BE-16471,Band,Musik / Tanz
BE-16471,Theater,Kunst / Kultur
BE-16471,Schach,Sport
BE-16471,Badminton,Sport
BE-16471,Rudern,Sport
BE-16471,Schwimmen,Sport
BE-16471,Klettern,Sport
BE-16471,Fußball,Sport
BE-16471,Selbstverteidigung,Sport
BE-16471,Volleyball,Sport
BE-16471,Tischtennis,Sport
BE-16471,Leichtathletik,Sport
BE-16471,Handball,Sport
BE-16472,Big Band,Musik / Tanz
BE-16472,Klarinetten-AG,Musik / Tanz
BE-16472,Orchester,Musik / Tanz
BE-16472,Chor,Musik / Tanz
BE-16472,Keramik,Handwerk
BE-16472,Politik,Gesellschaft / Partizipation
BE-16472,Jugend forscht,Naturwissenschaft / Technik
BE-16472,Chemie,Naturwissenschaft / Technik
BE-16472,Homepage,Naturwissenschaft / Technik
BE-16472,Technik,Naturwissenschaft / Technik
BE-16472,Computer,Naturwissenschaft / Technik
BE-16472,Schach,Sport
BE-16472,Badminton,Sport
BE-16472,Judo,Sport
BE-16474,Band,Musik / Tanz
BE-16474,Chor,Musik / Tanz
BE-16474,Orchester,Musik / Tanz
BE-16474,Darstellendes Spiel,Kunst / Kultur
BE-16474,Schulsanitätsdienst,Gesellschaft / Partizipation
BE-16474,Schach,Sport
BE-16475,Skilanglauf,Sport
BE-16475,Darstellendes Spiel,Kunst / Kultur
BE-16475,Schach,Sport
BE-16475,Internet,Naturwissenschaft / Technik
BE-16475,Literatur,Literatur / Medien
BE-16475,Roboter,Naturwissenschaft / Technik
BE-16475,Film,Literatur / Medien
BE-16475,Big Band,Musik / Tanz
BE-16475,Gitarre,Musik / Tanz
BE-16475,Chor,Musik / Tanz
BE-16475,Eltern-Lehrer-Chor,Musik / Tanz
BE-16476,Trommeln,Musik / Tanz
BE-16476,Fußball,Sport
BE-16476,Schwimmen,Sport
BE-16476,Kochen,Handwerk
BE-16476,Computerkurse,Naturwissenschaft / Technik
BE-16476,Holzarbeiten,Handwerk
BE-16476,Freilandbiologie,Umwelt
BE-16479,Chor,Musik / Tanz
BE-16479,Band,Musik / Tanz
BE-16479,Orchester,Musik / Tanz
BE-16479,Skating,Sport
BE-16479,Basketball,Sport
BE-16479,Volleyball,Sport
BE-16480,Darstellendes Spiel,Kunst / Kultur
BE-16480,Chor,Musik / Tanz
BE-16480,Events,Gesellschaft / Partizipation
BE-16480,Chemie,Naturwissenschaft / Technik
BE-16480,Fotografie,Literatur / Medien
BE-16480,Zoo,Umwelt
BE-16480,Mäusepflege,Umwelt
BE-16480,Yoga,Sport
BE-16480,Entspannung,Sport
BE-16480,Russisch,Sprachen
BE-16480,Tauchen,Sport
BE-16480,Fußball,Sport
BE-16480,Basketball,Sport
BE-16480,Tennis,Sport
BE-16480,Volleyball,Sport
BE-16481,Chor,Musik / Tanz
BE-16481,Keramik,Handwerk
BE-16481,Tanzen,Musik / Tanz
BE-16481,Theater,Kunst / Kultur
BE-16488,Bogenschießen,Sport
BE-16488,Band,Musik / Tanz
BE-16496,Volleyball,Sport
BE-16496,Basketball,Sport
BE-16496,Fußball,Sport
BE-16496,Keramik,Handwerk
BE-16496,Computer,Naturwissenschaft / Technik
BE-16496,Tanzen,Musik / Tanz
BE-16496,Modellbau,Handwerk
BE-16496,Billard,Sport
BE-16496,Darstellendes Spiel,Kunst / Kultur
BE-16496,Kochen,Handwerk
BE-16496,Tischtennis,Sport
BE-16497,Aquarianer,Umwelt
BE-16497,Chor,Musik / Tanz
BE-16497,Fitness,Sport
BE-16497,Fußball,Sport
BE-16497,Gitarre,Musik / Tanz
BE-16497,Keramik,Handwerk
BE-16497,Multimedia,Literatur / Medien
BE-16497,Roboter,Naturwissenschaft / Technik
BE-16497,Schlagzeug,Musik / Tanz
BE-16497,Schülerzeitung,Literatur / Medien
BE-16497,Tanz,Musik / Tanz
BE-16497,Tischtennis,Sport
BE-16497,Volleyball,Sport
BE-16499,Theater,Kunst / Kultur
BE-16499,Sport,Sport
BE-16499,Fußball,Sport
BE-16499,Musik,Musik / Tanz
BE-16499,Computer,Naturwissenschaft / Technik
BE-16499,Karate,Sport
BE-16499,Trommeln,Musik / Tanz
BE-16499,Kunst,Kunst / Kultur
BE-16501,Tanz,Musik / Tanz
BE-16501,Bewegung,Sport
BE-16501,Sport und Spiel,Sport
BE-16501,Theater,Kunst / Kultur
BE-16501,Schülerzeitung,Literatur / Medien
BE-16503,Schülerzeitung,Literatur / Medien
BE-16503,Töpfern,Handwerk
BE-16510,Ungarisch,Sprachen
BE-16510,Italienisch,Sprachen
BE-16510,Schulsanitäter,Gesellschaft / Partizipation
BE-16510,Trommeln,Musik / Tanz
BE-16510,Band,Musik / Tanz
BE-16510,Manga,Kunst / Kultur
BE-16510,Gitarre,Musik / Tanz
BE-16510,Keyboard,Musik / Tanz
BE-16510,Fußball,Sport
BE-16510,Linedance,Musik / Tanz
BE-16510,Basketball,Sport
BE-16510,Yoga,Sport
BE-16510,Mode,Handwerk
BE-16515,Chor,Musik / Tanz
BE-16515,Orchester,Musik / Tanz
BE-16515,Rhythmus,Musik / Tanz
BE-16515,Musiktheater,Kunst / Kultur
BE-16515,Schach,Sport
BE-16518,Schulgarten,Umwelt
BE-16518,Kreatives Gestalten,Kunst / Kultur
BE-16518,Informationstechnik,Naturwissenschaft / Technik
BE-16518,Musizieren,Musik / Tanz
BE-16522,Französisch,Sprachen
BE-16522,Mathematik,Naturwissenschaft / Technik
BE-16522,Theater,Kunst / Kultur
BE-16522,Volleyball,Sport
BE-16522,Schulgarten,Umwelt
BE-16525,Judo,Sport
BE-16525,Fußball,Sport
BE-16525,Keramik,Handwerk
BE-16535,Basketball,Sport
BE-16535,Bildhauerei,Handwerk
BE-16535,Tanzen,Musik / Tanz
BE-16535,Yoga,Sport
BE-16535,Handarbeit,Handwerk
BE-16535,Fußball,Sport
BE-16535,Chor,Musik / Tanz
BE-16538,Federball,Sport
BE-16538,Gartenarbeit,Umwelt
BE-16538,Wandmalerei,Kunst / Kultur
BE-16538,Buchwerkstatt,Literatur / Medien
BE-16539,Basketball,Sport
BE-16539,Big Band,Musik / Tanz
BE-16539,Chinesisch,Sprachen
BE-16539,Chor,Musik / Tanz
BE-16539,Energie,Naturwissenschaft / Technik
BE-16539,Homepage,Naturwissenschaft / Technik
BE-16539,Internet,Naturwissenschaft / Technik
BE-16539,Mediation,Gesellschaft / Partizipation
BE-16539,Rudern,Sport
BE-16539,Schulband,Musik / Tanz
BE-16539,Selbstverteidigung,Sport
BE-16539,Technik,Naturwissenschaft / Technik
BE-16540,Schach,Sport
BE-16540,Schülerzeitung,Literatur / Medien
BE-16540,Chor,Musik / Tanz
BE-16540,Gitarre,Musik / Tanz
BE-16540,Klavier,Musik / Tanz
BE-16540,Englisch,Sprachen
BE-16540,Spanisch,Sprachen
BE-16540,Russisch,Sprachen
BE-16540,Chinesisch,Sprachen
BE-16540,Technik,Naturwissenschaft / Technik
BE-16540,Basketball,Sport
BE-16541,Garten,Umwelt
BE-16541,Theater,Kunst / Kultur
BE-16541,Keyboard,Musik / Tanz
BE-16546,Schach,Sport
BE-16546,Schülerzeitung,Literatur / Medien
BE-16546,Theater,Kunst / Kultur
BE-16546,DELF,Sprachen
BE-16546,Fotografie,Literatur / Medien
BE-16546,Film,Literatur / Medien
BE-16546,Keramik,Handwerk
BE-16546,Basketball,Sport
BE-16546,Tanz,Musik / Tanz
BE-16546,Volleyball,Sport
BE-16547,Fußball,Sport
BE-16547,Kochen,Handwerk
BE-16553,Fußball,Sport
BE-16553,Judo,Sport
BE-16553,Rudern,Sport
BE-16553,Tanzen,Musik / Tanz
BE-16553,Trommeln,Musik / Tanz
BE-16553,Computer,Naturwissenschaft / Technik
BE-16553,Rhythmus,Musik / Tanz
BE-16553,Chor,Musik / Tanz
BE-16553,Theater,Kunst / Kultur
BE-16553,Blockflöte,Musik / Tanz
BE-16553,Französisch,Sprachen
BE-16553,Gartenarbeit,Umwelt
BE-16554,Tischtennis,Sport
BE-16554,Töpfern,Handwerk
BE-16554,Kochen und Backen,Handwerk
BE-16554,Fußball,Sport
BE-16554,Judo,Sport
BE-16554,Kräuterhexe,Umwelt
BE-16554,Papier,Literatur / Medien
BE-16554,Aerobic,Sport
BE-16554,Knobeln,Naturwissenschaft / Technik
BE-16554,Volleyball,Sport
BE-16554,Leichtathletik,Sport
BE-16565,Darstellendes Spiel,Kunst / Kultur
BE-16565,Singen,Musik / Tanz
BE-16565,Homepage,Naturwissenschaft / Technik
BE-16565,Naturwissenschaften,Naturwissenschaft / Technik
BE-16565,Volleyball,Sport
BE-16565,Tischtennis,Sport
BE-16565,Fußball,Sport
BE-16565,Schach,Sport
BE-16565,Trommeln,Musik / Tanz
BE-16565,Töpfern,Handwerk
BE-16565,Writing,Literatur / Medien
BE-16566,Musical,Musik / Tanz
BE-16566,Chor,Musik / Tanz
BE-16566,Big Band,Musik / Tanz
BE-16566,Theater,Kunst / Kultur
BE-16566,Kunst,Kunst / Kultur
BE-16566,Siebdruck,Handwerk
BE-16566,Tierpflege,Umwelt
BE-16566,Tennis,Sport
BE-16566,Fußball,Sport
BE-16566,Basketball,Sport
BE-16566,Schach,Sport
BE-16570,Leichtathletik,Sport
BE-16570,Basketball,Sport
BE-16571,Chor,Musik / Tanz
BE-16571,Orchester,Musik / Tanz
BE-16571,Jazzband,Musik / Tanz
BE-16571,Darstellendes Spiel,Kunst / Kultur
BE-16571,Jugend forscht,Naturwissenschaft / Technik
BE-16571,Chinesisch,Sprachen
BE-16571,Fußball,Sport
BE-16571,Tanz,Musik / Tanz
BE-16571,Schülerzeitung,Literatur / Medien
BE-16572,Chor,Musik / Tanz
BE-16572,Orchester,Musik / Tanz
BE-16572,Theater,Kunst / Kultur
BE-16572,Sport,Sport
BE-16572,Fotografie,Literatur / Medien
BE-16572,Mathematik,Naturwissenschaft / Technik
BE-16572,Informatik,Naturwissenschaft / Technik
BE-16572,Internet,Naturwissenschaft / Technik
BE-16572,Chemie,Naturwissenschaft / Technik
BE-16572,Fußball,Sport
BE-16572,Handball,Sport
BE-16572,Basketball,Sport
BE-16572,Tischtennis,Sport
BE-16572,Turnen,Sport
BE-16575,Sport,Sport
BE-16575,Tanz,Musik / Tanz
BE-16575,Musik,Musik / Tanz
BE-16575,Computer,Naturwissenschaft / Technik
BE-16575,Keramik,Handwerk
BE-16575,Fotografie,Literatur / Medien
BE-16575,Holzbearbeitung,Handwerk
BE-16576,Druckwerkstatt,Handwerk
BE-16576,Gitarre,Musik / Tanz
BE-16576,Theater,Kunst / Kultur
BE-16576,Fußball,Sport
BE-16576,Handball,Sport
BE-16576,Volleyball,Sport
BE-16576,Englisch,Sprachen
BE-16576,Kochen und Backen,Handwerk
BE-16576,Computer,Naturwissenschaft / Technik
BE-16576,Pantomime,Gesellschaft / Partizipation
BE-16576,Holzwerkstatt,Handwerk
BE-16576,Basteln,Handwerk
BE-16577,Fußball,Sport
BE-16577,Klettern,Sport
BE-16577,Schulband,Musik / Tanz
BE-16577,Schülerzeitung,Literatur / Medien
BE-16577,Nähen,Handwerk
BE-16578,Tanz,Musik / Tanz
BE-16578,Fußball,Sport
BE-16578,Skateboard,Sport
BE-16578,Hockey,Sport
BE-16578,Klettern,Sport
BE-16578,Theater,Kunst / Kultur
BE-16578,Handarbeit,Handwerk
BE-16578,Chor,Musik / Tanz
BE-16578,Blockflöte,Musik / Tanz
BE-16585,Tanzen,Musik / Tanz
BE-16585,Manga,Kunst / Kultur
BE-16585,kreatives Gestalten,Kunst / Kultur
BE-16585,kreatives Schreiben,Literatur / Medien
BE-16585,Sport und Spiel,Sport
BE-16585,Digitale Fotografie,Kunst / Kultur
BE-16605,Basketball,Sport
BE-16605,Handball,Sport
BE-16605,Musik,Musik / Tanz
BE-16605,Homepage,Naturwissenschaft / Technik
BE-16610,Konfliktlotse,Gesellschaft / Partizipation
BE-16610,Hausaufgabenbetreuung,Berufsorientierung
BE-16610,Instrumentalunterricht,Musik / Tanz
BE-16610,Theater,Kunst / Kultur
BE-16610,Karaoke,Musik / Tanz
BE-16613,Selbstverteidigung,Sport
BE-16613,Chor,Musik / Tanz
BE-16613,Gitarrenunterricht,Musik / Tanz
BE-16613,Yoga,Sport
BE-16613,Theater,Kunst / Kultur
BE-16615,Fußball,Sport
BE-16615,Kochen und Backen,Handwerk
BE-16615,Theater,Kunst / Kultur
BE-16615,Keramik,Handwerk
BE-16615,Computer,Naturwissenschaft / Technik
BE-16615,Tanztherapie,Musik / Tanz
BE-16621,Kinder-Mutmach-Gruppe,Gesellschaft / Partizipation
BE-16621,Wandmalerei,Kunst / Kultur
BE-16621,Chor,Musik / Tanz
BE-16621,Fußball,Sport
BE-16621,Tanzen,Musik / Tanz
BE-16621,Kochen,Handwerk
BE-16621,Töpfern,Handwerk
BE-16621,Einradfahren,Sport
BE-16622,Chor,Musik / Tanz
BE-16622,Fußball,Sport
BE-16622,Schulhausgestaltung,Gesellschaft / Partizipation
BE-16627,Computerkurs,Naturwissenschaft / Technik
BE-16627,Tanzen,Musik / Tanz
BE-16627,Schülerzeitung,Literatur / Medien
BE-16627,Astronomie,Naturwissenschaft / Technik
BE-16627,Akkordeon,Musik / Tanz
BE-16628,Handball,Sport
BE-16628,Volleyball,Sport
BE-16628,Leichtathletik,Sport
BE-16628,Tennis,Sport
BE-16628,Spiele,Gesellschaft / Partizipation
BE-16628,Tischtennis,Sport
BE-16628,Turnen,Sport
BE-16628,Ringen,Sport
BE-16630,Geräteturnen,Sport
BE-16630,Leichtathletik,Sport
BE-16630,Tanzen,Musik / Tanz
BE-16630,Holzwerkstatt,Handwerk
BE-16634,Theater,Kunst / Kultur
BE-16634,Tanzen,Musik / Tanz
BE-16634,Kochen,Handwerk
BE-16634,Schach,Sport
BE-16634,Sportspiele,Sport
BE-16634,Breakdance,Musik / Tanz
BE-16635,Ballsport,Sport
BE-16635,Gesunde Ernährung,Sport
BE-16635,Schach,Sport
BE-16635,Schülerzeitung,Literatur / Medien
BE-16635,Fahrrad,Sport
BE-16636,Tanzen,Musik / Tanz
BE-16636,Instrumental-AG,Musik / Tanz
BE-16636,Judo,Sport
BE-16636,Theater,Kunst / Kultur
BE-16636,Volleyball,Sport
BE-16637,Bildende Kunst,Kunst / Kultur
BE-16637,Chor,Musik / Tanz
BE-16637,Konfliktlotsen,Gesellschaft / Partizipation
BE-16638,Big Band,Musik / Tanz
BE-16639,Chor,Musik / Tanz
BE-16639,Rudern,Sport
BE-16639,Chemie,Naturwissenschaft / Technik
BE-16640,Schulband,Musik / Tanz
BE-16640,Chor,Musik / Tanz
BE-16640,Musical,Musik / Tanz
BE-16640,Rudern,Sport
BE-16640,Handball,Sport
BE-16640,Italienisch,Sprachen
BE-16640,Gartenbau,Umwelt
BE-16640,Umwelt,Umwelt
BE-16640,Bühnentechnik,Naturwissenschaft / Technik
BE-16641,Big Band,Musik / Tanz
BE-16641,Orchester,Musik / Tanz
BE-16641,Rudern,Sport
BE-16641,Basketball,Sport
BE-16641,Volleyball,Sport
BE-16641,Chemie,Naturwissenschaft / Technik
BE-16641,Bühnentechnik,Naturwissenschaft / Technik
BE-16641,Mediation,Gesellschaft / Partizipation
BE-16641,Homepage,Naturwissenschaft / Technik
BE-16641,Hardware,Naturwissenschaft / Technik
BE-16641,Textiles Gestalten,Handwerk
BE-16642,Chor,Musik / Tanz
BE-16642,Akkordeon,Musik / Tanz
BE-16642,Klavier,Musik / Tanz
BE-16642,Schulband,Musik / Tanz
BE-16642,Homepage,Naturwissenschaft / Technik
BE-16642,Rudern,Sport
BE-16661,Line Dance,Musik / Tanz
BE-16661,Volleyball,Sport
BE-16661,Schwimmen,Sport
BE-16661,Tischtennis,Sport
BE-16661,Judo,Sport
BE-16666,Latein,Sprachen
BE-16666,Griechisch,Sprachen
BE-16666,Volleyball,Sport
BE-16666,Fußball,Sport
BE-16667,Kochen,Handwerk
BE-16667,Werken,Handwerk
BE-16681,Skilanglauf,Sport
BE-16681,Geräteturnen,Sport
BE-16681,Chor,Musik / Tanz
BE-16681,Gitarre,Musik / Tanz
BE-16681,Schülerzeitung,Literatur / Medien
BE-16681,Kochen und Backen,Handwerk
BE-16681,Konfliktlotsen,Gesellschaft / Partizipation
BE-16688,Fußball,Sport
BE-16688,Basketball,Sport
BE-16688,Theater,Kunst / Kultur
BE-16688,Tanz,Musik / Tanz
BE-16688,Fitness,Sport
BE-16698,Computer,Naturwissenschaft / Technik
BE-16698,Laufen,Sport
BE-16698,Chor,Musik / Tanz
BE-16698,Schach,Sport
BE-16698,Konfliktlotsen,Gesellschaft / Partizipation
BE-16699,Basketball,Sport
BE-16699,Badminton,Sport
BE-16699,Hockey,Sport
BE-16699,Fußball,Sport
BE-16699,Homepage,Naturwissenschaft / Technik
BE-16699,Physik,Naturwissenschaft / Technik
BE-16699,Schach,Sport
BE-16699,Schülerzeitung,Literatur / Medien
BE-16699,Französisch,Sprachen
BE-16705,Schach,Sport
BE-16705,Streetdance,Musik / Tanz
BE-16705,Schwimmen,Sport
BE-16705,Schlagzeug,Musik / Tanz
BE-16705,Gitarre,Musik / Tanz
BE-16705,Theater,Kunst / Kultur
BE-16705,Rap,Musik / Tanz
BE-16705,Graffiti,Kunst / Kultur
BE-16705,Fahrradwerkstatt,Handwerk
BE-16705,Umwelt,Umwelt
BE-16705,Keramik,Handwerk
BE-16709,Bauchtanz,Musik / Tanz
BE-16709,Capoeira,Musik / Tanz
BE-16709,Englisch,Sprachen
BE-16709,Fußball,Sport
BE-16709,Gitarrenunterricht,Musik / Tanz
BE-16709,Italienisch,Sprachen
BE-16709,Oboe,Musik / Tanz
BE-16709,Schlagzeug,Musik / Tanz
BE-16709,Tanzen,Musik / Tanz
BE-16709,Türkisch,Sprachen
BE-16710,Gartenbau,Umwelt
BE-16710,Fechten,Sport
BE-16710,Schülerzeitung,Literatur / Medien
BE-16710,Hockey,Sport
BE-16710,Leichtathletik,Sport
BE-16710,Fußball,Sport
BE-16710,Schwimmen,Sport
BE-16710,Bildende Kunst,Kunst / Kultur
BE-16710,Handball,Sport
BE-16714,Fußball,Sport
BE-16714,Zirkus,Kunst / Kultur
BE-16714,Theater,Kunst / Kultur
BE-16714,Schulgarten,Umwelt
BE-16714,Schülerzeitung,Literatur / Medien
BE-16715,Fußball,Sport
BE-16715,Ballett,Sport
BE-16715,Leichtathletik,Sport
BE-16715,Theater,Kunst / Kultur
BE-16715,Tischtennis,Sport
BE-16715,Akrobatik,Sport
BE-16715,Rugby,Sport
BE-16716,Computer,Naturwissenschaft / Technik
BE-16716,Schülerzeitung,Literatur / Medien
BE-16716,Töpfern,Handwerk
BE-16716,Fußball,Sport
BE-16716,Konfliktlotsen,Gesellschaft / Partizipation
BE-16716,Zirkus,Kunst / Kultur
BE-16716,Film,Literatur / Medien
BE-16716,Kunst,Kunst / Kultur
BE-16724,Videoschnitt,Literatur / Medien
BE-16724,Robotik,Naturwissenschaft / Technik
BE-16725,Videoschnitt,Literatur / Medien
BE-16725,Robotik,Naturwissenschaft / Technik
BE-16730,Computerkurse,Naturwissenschaft / Technik
BE-16731,Theater,Kunst / Kultur
BE-16731,Chor,Musik / Tanz
BE-16731,Fußball,Sport
BE-16731,Basketball,Sport
BE-16731,Computer und Internet,Naturwissenschaft / Technik
BE-16731,Band,Musik / Tanz
BE-16731,Bläser,Musik / Tanz
BE-16732,Basketball,Sport
BE-16732,Theater,Kunst / Kultur
BE-16732,Keramik,Handwerk
BE-16732,Seidenmalerei,Kunst / Kultur
BE-16732,Computer,Naturwissenschaft / Technik
BE-16732,Gesunde Ernährung,Sport
BE-16737,Schulgarten,Umwelt
BE-16737,Bildende Kunst,Kunst / Kultur
BE-16737,Sportspiele,Sport
BE-16737,Entspannung,Sport
BE-16737,Kochen und Backen,Handwerk
BE-16737,Experimente,Naturwissenschaft / Technik
BE-16737,Computer,Naturwissenschaft / Technik
BE-16737,Bildende Kunst,Kunst / Kultur
BE-16738,Schwimmen,Sport
BE-16738,Kochen und Backen,Handwerk
BE-16738,Judo,Sport
BE-16738,Yoga,Sport
BE-16738,Töpfern,Handwerk
BE-16738,Leichtathletik,Sport
BE-16738,Garten,Umwelt
BE-16738,Tanzen,Musik / Tanz
BE-16738,Trommeln,Musik / Tanz
BE-16739,Theater,Kunst / Kultur
BE-16739,Schülerzeitung,Literatur / Medien
BE-16740,Computer,Naturwissenschaft / Technik
