id,ag_name,ag_cat
BE-16109,Jugend forscht,Naturwissenschaft / Technik
BE-16109,Schülerzeitung,Literatur / Medien
BE-16112,Fußball,Sport
BE-16112,Handball,Sport
BE-16112,Capoeira,Musik / Tanz
BE-16112,Judo,Sport
BE-16112,Rugby,Sport
BE-16112,Tischtennis,Sport
BE-16112,Yoga,Sport
BE-16112,Computer,Naturwissenschaft / Technik
BE-16112,Tanz,Musik / Tanz
BE-16112,Kochen,Handwerk
BE-16112,Chor,Musik / Tanz
BE-16112,Schülerzeitung,Literatur / Medien
BE-16112,Jonglieren,Sport
BE-16112,Englisch,Sprachen
BE-16112,Klavier,Musik / Tanz
BE-16112,Flöte,Musik / Tanz
BE-16112,Trommeln,Musik / Tanz
BE-16112,Bildende Kunst,Kunst / Kultur
BE-16112,Italienisch,Sprachen
BE-16112,Leseratten,Literatur / Medien
BE-16113,Entspannung,Sport
BE-16113,Schülerzeitung,Literatur / Medien
BE-16113,Theater,Kunst / Kultur
BE-16113,Zirkus,Kunst / Kultur
BE-16113,Fußball,Sport
BE-16113,Basketball,Sport
BE-16113,Schulband,Musik / Tanz
BE-16114,Chor,Musik / Tanz
BE-16114,Musik,Musik / Tanz
BE-16117,Keramik,Handwerk
BE-16117,Computer,Naturwissenschaft / Technik
BE-16117,Englisch,Sprachen
BE-16117,Sport,Sport
BE-16121,Hockey,Sport
BE-16121,Judo,Sport
BE-16121,Fußball,Sport
BE-16122,Schach,Sport
BE-16122,Theater,Kunst / Kultur
BE-16122,Fußball,Sport
BE-16122,Yoga,Sport
BE-16122,Flöte,Musik / Tanz
BE-16122,Trampolin,Sport
BE-16122,Keramik,Handwerk
BE-16122,Bewegungsspiele,Sport
BE-16122,Holzwerkstatt,Handwerk
BE-16122,Kochen,Handwerk
BE-16123,Ballspiele,Sport
BE-16123,Basketball,Sport
BE-16123,Fußball,Sport
BE-16123,Leichtathletik,Sport
BE-16124,Sport,Sport
BE-16124,Kunst,Kunst / Kultur
BE-16127,Einradfahren,Sport
BE-16127,Kunst,Kunst / Kultur
BE-16127,Judo,Sport
BE-16127,Yoga,Sport
BE-16127,Chor,Musik / Tanz
BE-16127,Musical,Musik / Tanz
BE-16127,Badminton,Sport
BE-16127,Fußball,Sport
BE-16127,Tanztheater,Kunst / Kultur
BE-16127,Schach,Sport
BE-16127,Naturschutz-Jugend,Umwelt
BE-16133,Chor,Musik / Tanz
BE-16135,Judo,Sport
BE-16135,Computer,Naturwissenschaft / Technik
BE-16135,Tanzen,Musik / Tanz
BE-16135,Chor,Musik / Tanz
BE-16135,Musical,Musik / Tanz
BE-16135,Kochen,Handwerk
BE-16135,Sport,Sport
BE-16135,Fußball,Sport
BE-16135,Ballsport,Sport
BE-16137,Ballspiele,Sport
BE-16137,Online-Werkstatt,Literatur / Medien
BE-16137,Karate,Sport
BE-16137,Judo,Sport
BE-16137,Fußball,Sport
BE-16146,Sport,Sport
BE-16149,Sport,Sport
BE-16149,Musik,Musik / Tanz
BE-16150,Bauchtanz,Musik / Tanz
BE-16150,Schulband,Musik / Tanz
BE-16150,Yoga,Sport
BE-16150,Englisch,Sprachen
BE-16150,Fußball,Sport
BE-16150,Mofa,Sport
BE-16150,Kochen,Handwerk
BE-16155,Töpfern,Handwerk
BE-16155,Lego,Naturwissenschaft / Technik
BE-16155,Ringen,Sport
BE-16155,Garten,Umwelt
BE-16155,Bildende Kunst,Kunst / Kultur
BE-16155,Schülerzeitung,Literatur / Medien
BE-16155,Blumenstecken,Umwelt
BE-16155,Mofa,Sport
BE-16155,Backen,Handwerk
BE-16155,Segeln,Sport
BE-16155,Fußball,Sport
BE-16155,Filzen,Handwerk
BE-16155,Trommeln,Musik / Tanz
BE-16155,Schwimmen,Sport
BE-16156,Töpfern,Handwerk
BE-16156,Lego,Naturwissenschaft / Technik
BE-16156,Ringen,Sport
BE-16156,Garten,Umwelt
BE-16156,Bildende Kunst,Kunst / Kultur
BE-16156,Schülerzeitung,Literatur / Medien
BE-16156,Blumenstecken,Umwelt
BE-16156,Mofa,Sport
BE-16156,Backen,Handwerk
BE-16156,Segeln,Sport
BE-16156,Fußball,Sport
BE-16156,Filzen,Handwerk
BE-16156,Trommeln,Musik / Tanz
BE-16156,Schwimmen,Sport
BE-16157,Keramik,Handwerk
BE-16157,Tanzen,Musik / Tanz
BE-16157,Theater,Kunst / Kultur
BE-16157,Musik,Musik / Tanz
BE-16157,Computer,Naturwissenschaft / Technik
BE-16157,Video,Literatur / Medien
BE-16157,Fußball,Sport
BE-16159,Kunst,Kunst / Kultur
BE-16159,Gymnastik,Sport
BE-16159,Computer,Naturwissenschaft / Technik
BE-16159,Internet,Naturwissenschaft / Technik
BE-16160,Fußball,Sport
BE-16160,Leichtathletik,Sport
BE-16160,Karate,Sport
BE-16160,Volleyball,Sport
BE-16160,Judo,Sport
BE-16160,Bildende Kunst,Kunst / Kultur
BE-16160,Spanisch,Sprachen
BE-16161,Hockey,Sport
BE-16161,Fußball,Sport
BE-16161,Schach,Sport
BE-16161,Computer,Naturwissenschaft / Technik
BE-16163,Fußball,Sport
BE-16164,Schach,Sport
BE-16171,Kunst,Kunst / Kultur
BE-16171,Musik,Musik / Tanz
BE-16171,Sport,Sport
BE-16171,Sprachen,Sprachen
BE-16171,IT,Naturwissenschaft / Technik
BE-16171,Video,Literatur / Medien
BE-16171,Foto,Literatur / Medien
BE-16171,Theater,Kunst / Kultur
BE-16176,Basketball,Sport
BE-16176,Volleyball,Sport
BE-16176,Fußball,Sport
BE-16176,Kreatives Gestalten,Kunst / Kultur
BE-16176,Fotografie,Literatur / Medien
BE-16176,Elektronik,Naturwissenschaft / Technik
BE-16176,Töpfern,Handwerk
BE-16176,Gitarre,Musik / Tanz
BE-16179,Ballspiele,Sport
BE-16179,Fußball,Sport
BE-16179,Judo,Sport
BE-16179,Streitschlichter,Gesellschaft / Partizipation
BE-16181,Basketball,Sport
BE-16181,Fußball,Sport
BE-16181,Judo,Sport
BE-16181,Informatik,Naturwissenschaft / Technik
BE-16181,Schach,Sport
BE-16181,Schulband,Musik / Tanz
BE-16181,Chor,Musik / Tanz
BE-16182,Computer,Naturwissenschaft / Technik
BE-16182,Kunst,Kunst / Kultur
BE-16182,Musik,Musik / Tanz
BE-16182,Sport,Sport
BE-16182,Theater,Kunst / Kultur
BE-16182,Umwelt,Umwelt
BE-16183,Computer,Naturwissenschaft / Technik
BE-16183,Zirkus,Kunst / Kultur
BE-16183,Schlagzeug,Musik / Tanz
BE-16183,Malen und Zeichnen,Kunst / Kultur
BE-16183,Französisch,Sprachen
BE-16183,Gitarre,Musik / Tanz
BE-16183,Breakdance,Musik / Tanz
BE-16183,Schlagzeug,Musik / Tanz
BE-16183,Werken,Handwerk
BE-16183,Schulband,Musik / Tanz
BE-16185,Handball,Sport
BE-16185,Basketball,Sport
BE-16185,Fußball,Sport
BE-16185,Capoeira,Musik / Tanz
BE-16185,Artistik,Musik / Tanz
BE-16185,Konfliktlotsen,Gesellschaft / Partizipation
BE-16185,Keramik,Handwerk
BE-16185,Jugend forscht,Naturwissenschaft / Technik
BE-16186,Computer,Naturwissenschaft / Technik
BE-16186,Technik,Naturwissenschaft / Technik
BE-16186,Tanzen,Musik / Tanz
BE-16186,Handball,Sport
BE-16186,Basketball,Sport
BE-16186,Theater,Kunst / Kultur
BE-16186,Schülerzeitung,Literatur / Medien
BE-16186,Blockflöte,Musik / Tanz
BE-16186,Judo,Sport
BE-16186,Karate,Sport
BE-16186,Bildende Kunst,Kunst / Kultur
BE-16187,Mathematik,Naturwissenschaft / Technik
BE-16187,Chemie,Naturwissenschaft / Technik
BE-16187,Physik,Naturwissenschaft / Technik
BE-16187,Geschichte,Gesellschaft / Partizipation
BE-16187,Musical,Musik / Tanz
BE-16187,Karate,Sport
BE-16187,Chor,Musik / Tanz
BE-16189,Norwegisch,Sprachen
BE-16189,Bildhauerei,Handwerk
BE-16189,Geschichtswerkstatt,Gesellschaft / Partizipation
BE-16189,Schülerclub,Gesellschaft / Partizipation
BE-16189,Chor,Musik / Tanz
BE-16192,Karate,Sport
BE-16192,Handball,Sport
BE-16192,Fußball,Sport
BE-16192,Theater,Kunst / Kultur
BE-16192,Tanz,Musik / Tanz
BE-16192,Computer,Naturwissenschaft / Technik
BE-16192,Holzbearbeitung,Handwerk
BE-16192,Hörspiele,Literatur / Medien
BE-16192,Naturwissenschaften,Naturwissenschaft / Technik
BE-16192,Schulgarten,Umwelt
BE-16192,Schach,Sport
BE-16193,Gesang,Musik / Tanz
BE-16193,Ballspiele,Sport
BE-16193,Fußball,Sport
BE-16193,Geräteturnen,Sport
BE-16194,Chor,Musik / Tanz
BE-16194,Orchester,Musik / Tanz
BE-16194,Robotik,Naturwissenschaft / Technik
BE-16194,Chemie,Naturwissenschaft / Technik
BE-16194,Biologie,Naturwissenschaft / Technik
BE-16194,Mathematik,Naturwissenschaft / Technik
BE-16194,Schach,Sport
BE-16195,Spanisch,Sprachen
BE-16195,Darstellendes Spiel,Kunst / Kultur
BE-16195,Schulradio,Literatur / Medien
BE-16195,Graffiti,Kunst / Kultur
BE-16195,Schach,Sport
BE-16195,Umwelt,Umwelt
BE-16195,Basketball,Sport
BE-16195,Volleyball,Sport
BE-16200,Volleyball,Sport
BE-16201,Kunst,Kunst / Kultur
BE-16202,Jonglieren,Sport
BE-16202,Seidenmalerei,Kunst / Kultur
BE-16202,Billard,Sport
BE-16202,Fotografie,Literatur / Medien
BE-16202,Fußball,Sport
BE-16202,Basketball,Sport
BE-16204,Schulsanitätsdienst,Gesellschaft / Partizipation
BE-16204,Solarboote,Sport
BE-16209,Bildende Kunst,Kunst / Kultur
BE-16209,Sport,Sport
BE-16209,Kochen,Handwerk
BE-16209,Darstellendes Spiel,Kunst / Kultur
BE-16209,Hausaufgabenbetreuung,Berufsorientierung
BE-16212,Computer,Naturwissenschaft / Technik
BE-16212,Seidenmalerei,Kunst / Kultur
BE-16212,Line Dance,Musik / Tanz
BE-16212,Sport,Sport
BE-16219,Fußball,Sport
BE-16219,Tanz,Musik / Tanz
BE-16219,Keyboard,Musik / Tanz
BE-16219,Tauchen,Sport
BE-16222,Chor,Musik / Tanz
BE-16222,Orchester,Musik / Tanz
BE-16222,Fußball,Sport
BE-16222,Streetdance,Musik / Tanz
BE-16222,Instrumentalunterricht,Musik / Tanz
BE-16223,Reiten,Sport
BE-16223,Tennis,Sport
BE-16223,Judo,Sport
BE-16223,Kunst,Kunst / Kultur
BE-16223,Musik,Musik / Tanz
BE-16223,Schach,Sport
BE-16227,Sport,Sport
BE-16227,Musik,Musik / Tanz
BE-16227,Kunst,Kunst / Kultur
BE-16227,Spanisch,Sprachen
BE-16227,Schach,Sport
BE-16227,Darstellendes Spiel,Kunst / Kultur
BE-16229,Basketball,Sport
BE-16229,Theater,Kunst / Kultur
BE-16229,Basteln,Handwerk
BE-16229,Bewegungsspiele,Sport
BE-16229,Kochen und Backen,Handwerk
BE-16229,Tanzen,Musik / Tanz
BE-16229,Fußball,Sport
BE-16229,Kreatives Gestalten,Kunst / Kultur
BE-16230,Internet,Naturwissenschaft / Technik
BE-16230,Multimedia,Literatur / Medien
BE-16230,Tanz,Musik / Tanz
BE-16230,Tennis,Sport
BE-16230,Fußball,Sport
BE-16230,Volleyball,Sport
BE-16230,Percussion,Musik / Tanz
BE-16231,Schülerzeitung,Literatur / Medien
BE-16231,Computer,Naturwissenschaft / Technik
BE-16231,Tanzen,Musik / Tanz
BE-16231,Theater,Kunst / Kultur
BE-16231,Zirkus,Kunst / Kultur
BE-16231,Hockey,Sport
BE-16231,Volleyball,Sport
BE-16231,Basketball,Sport
BE-16231,Tischtennis,Sport
BE-16231,Mädchengruppe,Gesellschaft / Partizipation
BE-16234,Schülerzeitung,Literatur / Medien
BE-16234,Gitarre,Musik / Tanz
BE-16234,Band,Musik / Tanz
BE-16234,Tanz,Musik / Tanz
BE-16234,Volleyball,Sport
BE-16234,Basketball,Sport
BE-16234,Schwimmen,Sport
BE-16239,Laufen,Sport
BE-16239,Leichtathletik,Sport
BE-16239,Fußball,Sport
BE-16239,Schach,Sport
BE-16239,Garten,Umwelt
BE-16239,Trommeln,Musik / Tanz
BE-16239,Tanzen,Musik / Tanz
BE-16239,Fußball,Sport
BE-16239,Kochen und Backen,Handwerk
BE-16242,Fußball,Sport
BE-16242,Turnen,Sport
BE-16242,Kung Fu,Sport
BE-16242,Theater,Kunst / Kultur
BE-16242,Blockflöte,Musik / Tanz
BE-16242,Russisch,Sprachen
BE-16242,Spanisch,Sprachen
BE-16242,Druckwerkstatt,Handwerk
BE-16242,Keramik,Handwerk
BE-16242,Handarbeiten,Handwerk
BE-16242,Buchillustrationen,Literatur / Medien
BE-16242,Schach,Sport
BE-16242,Lebenskunde,Gesellschaft / Partizipation
BE-16242,Kochen,Handwerk
BE-16245,Hebräisch,Sprachen
BE-16245,Video,Literatur / Medien
BE-16245,Altgriechisch,Sprachen
BE-16245,Handarbeit,Handwerk
BE-16245,Politik,Gesellschaft / Partizipation
BE-16245,Chor,Musik / Tanz
BE-16245,Orchester,Musik / Tanz
BE-16245,Musical,Musik / Tanz
BE-16246,Theater,Kunst / Kultur
BE-16246,Keramik,Handwerk
BE-16246,Skaten,Sport
BE-16247,Golf,Sport
BE-16247,Handball,Sport
BE-16247,Volleyball,Sport
BE-16247,Basketball,Sport
BE-16247,Judo,Sport
BE-16247,Chor,Musik / Tanz
BE-16247,Fußball,Sport
BE-16247,Konfliktlotsen,Gesellschaft / Partizipation
BE-16247,Schmuck,Handwerk
BE-16247,Kunst,Kunst / Kultur
BE-16247,Handball,Sport
BE-16248,Schreibwerkstatt,Literatur / Medien
BE-16248,Darstellendes Spiel,Kunst / Kultur
BE-16248,Volleyball,Sport
BE-16248,Basketball,Sport
BE-16248,Fußball,Sport
BE-16249,Schreibwerkstatt,Literatur / Medien
BE-16249,Darstellendes Spiel,Kunst / Kultur
BE-16249,Volleyball,Sport
BE-16249,Basketball,Sport
BE-16249,Fußball,Sport
BE-16250,Schreibwerkstatt,Literatur / Medien
BE-16250,Darstellendes Spiel,Kunst / Kultur
BE-16250,Volleyball,Sport
BE-16250,Basketball,Sport
BE-16250,Fußball,Sport
BE-16251,Schreibwerkstatt,Literatur / Medien
BE-16251,Volleyball,Sport
BE-16251,Basketball,Sport
BE-16251,Fußball,Sport
BE-16252,Schreibwerkstatt,Literatur / Medien
BE-16252,Darstellendes Spiel,Kunst / Kultur
BE-16252,Volleyball,Sport
BE-16252,Basketball,Sport
BE-16252,Fußball,Sport
BE-16254,Schwimmen,Sport
BE-16254,Holzwerkstatt,Handwerk
BE-16254,Basteln,Handwerk
BE-16254,Nähen,Handwerk
BE-16254,Kochen und Backen,Handwerk
BE-16255,Schülerzeitung,Literatur / Medien
BE-16256,Homepage,Naturwissenschaft / Technik
BE-16256,Chor,Musik / Tanz
BE-16256,Fußball,Sport
BE-16256,Volleyball,Sport
BE-16256,Mathematik,Naturwissenschaft / Technik
BE-16256,Physik,Naturwissenschaft / Technik
BE-16256,Chinesisch,Sprachen
BE-16256,Schulhofgestaltung,Gesellschaft / Partizipation
BE-16271,Biologie,Naturwissenschaft / Technik
BE-16271,Chor,Musik / Tanz
BE-16271,Theater,Kunst / Kultur
BE-16271,Spanisch,Sprachen
BE-16272,Basketball,Sport
BE-16272,Theater,Kunst / Kultur
BE-16272,Kochen,Handwerk
BE-16272,Lesen,Literatur / Medien
BE-16272,Fußball,Sport
BE-16272,Meditation,Sport
BE-16272,Fußball,Sport
BE-16272,Fotografie,Literatur / Medien
BE-16272,Karate,Sport
BE-16273,Fußball,Sport
BE-16273,Theater,Kunst / Kultur
BE-16274,Internet,Naturwissenschaft / Technik
BE-16274,Videoschnitt,Literatur / Medien
BE-16274,Basketball,Sport
BE-16274,Fußball,Sport
BE-16274,Handball,Sport
BE-16274,Tischtennis,Sport
BE-16274,Hockey,Sport
BE-16276,Chor,Musik / Tanz
BE-16286,Spanisch,Sprachen
BE-16286,Graffiti,Kunst / Kultur
BE-16286,Theater,Kunst / Kultur
BE-16286,Töpfern,Handwerk
BE-16286,Band,Musik / Tanz
BE-16286,Gitarre,Musik / Tanz
BE-16286,Trommeln,Musik / Tanz
BE-16286,Design,Literatur / Medien
BE-16286,Badminton,Sport
BE-16286,Boxen,Sport
BE-16286,Basketball,Sport
BE-16286,Video,Literatur / Medien
BE-16286,Foto,Literatur / Medien
BE-16286,Schülerzeitung,Literatur / Medien
BE-16286,Holzbearbeitung,Handwerk
BE-16292,Schulband,Musik / Tanz
BE-16292,Computer,Naturwissenschaft / Technik
BE-16292,Tanzen,Musik / Tanz
BE-16292,Kochen,Handwerk
BE-16292,Judo,Sport
BE-16297,Yoga,Sport
BE-16297,Schulband,Musik / Tanz
BE-16297,Ballspiele,Sport
BE-16297,Modern Dance,Musik / Tanz
BE-16297,Streitschlichter,Gesellschaft / Partizipation
BE-16297,Schülerzeitung,Literatur / Medien
BE-16297,Fitness,Sport
BE-16298,Fotografie,Literatur / Medien
BE-16298,Badminton,Sport
BE-16298,Volleyball,Sport
BE-16298,Chor,Musik / Tanz
BE-16298,Handarbeiten,Handwerk
BE-16298,Tanz,Musik / Tanz
BE-16298,Handball,Sport
BE-16298,Gitarre,Musik / Tanz
BE-16298,Tischtennis,Sport
BE-16298,Gesellschaftsspiele,Gesellschaft / Partizipation
BE-16298,Badminton,Sport
BE-16298,Seidenmalerei,Kunst / Kultur
BE-16299,Computer,Naturwissenschaft / Technik
BE-16299,Fußball,Sport
BE-16299,Gitarre,Musik / Tanz
BE-16299,Werken,Handwerk
BE-16300,Computer,Naturwissenschaft / Technik
BE-16300,Keramik,Handwerk
BE-16300,Tanz,Musik / Tanz
BE-16300,Turnen,Sport
BE-16300,Sport,Sport
BE-16300,Gitarre,Musik / Tanz
BE-16300,Chor,Musik / Tanz
BE-16300,Fußball,Sport
BE-16300,Schach,Sport
BE-16301,Chor,Musik / Tanz
BE-16301,Theatergruppe,Kunst / Kultur
BE-16301,Sport,Sport
BE-16301,Fußball,Sport
BE-16301,Leichtathletik,Sport
BE-16301,Computer,Naturwissenschaft / Technik
BE-16305,Fußball,Sport
BE-16305,Judo,Sport
BE-16305,Volleyball,Sport
BE-16305,Basketball,Sport
BE-16305,Theater,Kunst / Kultur
BE-16305,Tanzen,Musik / Tanz
BE-16305,Keramik,Handwerk
BE-16305,Musik,Musik / Tanz
BE-16305,Englisch,Sprachen
BE-16306,Umwelt,Umwelt
BE-16306,Mathematik,Naturwissenschaft / Technik
BE-16306,Informatik,Naturwissenschaft / Technik
BE-16306,Mediatoren,Gesellschaft / Partizipation
BE-16306,Chemie,Naturwissenschaft / Technik
BE-16306,Big Band,Musik / Tanz
BE-16306,Orchester,Musik / Tanz
BE-16306,Chor,Musik / Tanz
BE-16306,Tischtennis,Sport
BE-16309,Schulband,Musik / Tanz
BE-16311,Keramik,Handwerk
BE-16311,Fußball,Sport
BE-16311,Volleyball,Sport
BE-16311,Musik,Musik / Tanz
BE-16311,Schülerfirma,Gesellschaft / Partizipation
BE-16311,Computer,Naturwissenschaft / Technik
BE-16318,Chor,Musik / Tanz
BE-16318,Musik,Musik / Tanz
BE-16318,Basketball,Sport
BE-16318,Fußball,Sport
BE-16318,Tennis,Sport
BE-16318,Filzen,Handwerk
BE-16318,Tanz,Musik / Tanz
BE-16319,Chor,Musik / Tanz
BE-16319,Flöten,Musik / Tanz
BE-16319,Musizieren,Musik / Tanz
BE-16319,Band,Musik / Tanz
BE-16319,Gitarre,Musik / Tanz
BE-16319,Streicher,Musik / Tanz
BE-16319,Orchester,Musik / Tanz
BE-16319,Sport und Spiel,Sport
BE-16319,Fußball,Sport
BE-16319,Englisch,Sprachen
BE-16319,Tanz,Musik / Tanz
BE-16320,Schulgarten,Umwelt
BE-16321,Kochen,Handwerk
BE-16321,Fußball,Sport
BE-16321,Basketball,Sport
BE-16321,Tischtennis,Sport
BE-16321,Tanz,Musik / Tanz
BE-16323,Line Dance,Musik / Tanz
BE-16323,Trommeln,Musik / Tanz
BE-16323,Karate,Sport
BE-16323,Volleyball,Sport
BE-16323,Kochen,Handwerk
BE-16323,Holzwerkstatt,Handwerk
BE-16323,Chor,Musik / Tanz
BE-16327,Trommeln,Musik / Tanz
BE-16327,Singen,Musik / Tanz
BE-16327,Tonstudio,Literatur / Medien
BE-16327,Model United Nations,Gesellschaft / Partizipation
BE-16327,Spanisch,Sprachen
BE-16327,Polnisch,Sprachen
BE-16327,Altgriechisch,Sprachen
BE-16327,Fußball,Sport
BE-16327,Kunst,Kunst / Kultur
BE-16327,Astronomie,Naturwissenschaft / Technik
BE-16327,Schulband,Musik / Tanz
BE-16328,Mathematik,Naturwissenschaft / Technik
BE-16328,Chemie,Naturwissenschaft / Technik
BE-16328,Musik,Musik / Tanz
BE-16328,Informatik,Naturwissenschaft / Technik
BE-16328,Sport,Sport
BE-16328,Schach,Sport
BE-16328,Schülerzeitung,Literatur / Medien
BE-16332,Chor,Musik / Tanz
BE-16332,Schülerzeitung,Literatur / Medien
BE-16332,Keramik,Handwerk
BE-16332,Judo,Sport
BE-16332,Ringen,Sport
BE-16332,Basketball,Sport
BE-16332,Schach,Sport
BE-16333,Chor,Musik / Tanz
BE-16333,Bläserensemble,Musik / Tanz
BE-16333,Percussion,Musik / Tanz
BE-16333,Schülerzeitung,Literatur / Medien
BE-16333,Homepage,Naturwissenschaft / Technik
BE-16333,Schach,Sport
BE-16336,Entspannung,Sport
BE-16340,Theater,Kunst / Kultur
BE-16340,Radfahren,Sport
BE-16340,Fußball,Sport
BE-16340,Tanz,Musik / Tanz
BE-16340,Schülerzeitung,Literatur / Medien
BE-16340,Keyboard,Musik / Tanz
BE-16342,Schule ohne Rassismus - Schule mit Courage,Gesellschaft / Partizipation
BE-16342,Schülerzeitung,Literatur / Medien
BE-16342,Gitarre,Musik / Tanz
BE-16342,Chor,Musik / Tanz
BE-16342,Basketball,Sport
BE-16342,Italienisch,Sprachen
BE-16342,Kreativ-AG,Kunst / Kultur
BE-16342,Fußball,Sport
BE-16342,Kunst,Kunst / Kultur
BE-16342,Natur,Umwelt
BE-16343,Basketball,Sport
BE-16343,Informatik,Naturwissenschaft / Technik
BE-16343,Biologie,Naturwissenschaft / Technik
BE-16343,Chemie,Naturwissenschaft / Technik
BE-16343,Skat,Gesellschaft / Partizipation
BE-16343,Schach,Sport
BE-16343,Musical,Musik / Tanz
BE-16343,Chor,Musik / Tanz
BE-16344,Chor,Musik / Tanz
BE-16344,Bigband,Musik / Tanz
BE-16344,Tonstudio,Literatur / Medien
BE-16344,Violinenunterricht,Musik / Tanz
BE-16344,Schulhomepage,Naturwissenschaft / Technik
BE-16344,Schülerzeitung,Literatur / Medien
BE-16344,Schach,Sport
BE-16344,Jugend forscht,Naturwissenschaft / Technik
BE-16344,Politik,Gesellschaft / Partizipation
BE-16344,Hochbegabtenförderung,Berufsorientierung
BE-16344,Geschichte,Gesellschaft / Partizipation
BE-16345,Chor,Musik / Tanz
BE-16345,Schulband,Musik / Tanz
BE-16345,Schach,Sport
BE-16358,Chor,Musik / Tanz
BE-16358,Blockflöte,Musik / Tanz
BE-16358,Judo,Sport
BE-16358,Schreibwerkstatt,Literatur / Medien
BE-16358,Gitarre,Musik / Tanz
BE-16358,Volleyball,Sport
BE-16358,Trommeln,Musik / Tanz
BE-16358,Computer,Naturwissenschaft / Technik
BE-16360,Chor,Musik / Tanz
BE-16360,Schülerzeitung,Literatur / Medien
BE-16362,Naturwissenschaften,Naturwissenschaft / Technik
BE-16362,Leseprofis,Literatur / Medien
BE-16362,Schülerzeitung,Literatur / Medien
BE-16362,Tischtennis,Sport
BE-16362,Judo,Sport
BE-16362,Karate,Sport
BE-16362,Computer,Naturwissenschaft / Technik
BE-16364,Chor,Musik / Tanz
BE-16364,Fußball,Sport
BE-16364,Computer,Naturwissenschaft / Technik
BE-16364,Aerobic,Sport
BE-16364,Orientalischer Tanz,Musik / Tanz
BE-16364,Konfliktlotsen,Gesellschaft / Partizipation
BE-16364,Judo,Sport
BE-16364,Seidenmalerei,Kunst / Kultur
BE-16364,Schülerzeitung,Literatur / Medien
BE-16366,Fußball,Sport
BE-16366,Badminton,Sport
BE-16366,Tanz,Musik / Tanz
BE-16366,Volleyball,Sport
BE-16366,Tischtennis,Sport
BE-16366,Leichtathletik,Sport
BE-16366,Handball,Sport
BE-16366,Basketball,Sport
BE-16366,Rudern,Sport
BE-16368,Leichtathletik,Sport
BE-16368,Basketball,Sport
BE-16368,Schwimmen,Sport
BE-16368,Tischtennis,Sport
BE-16368,Nähen,Handwerk
BE-16368,Schach,Sport
BE-16368,Chor,Musik / Tanz
BE-16368,Schulband,Musik / Tanz
BE-16368,Big Band,Musik / Tanz
BE-16368,Ensemble,Kunst / Kultur
BE-16368,Schülerzeitung,Literatur / Medien
BE-16368,Schulsanitätsdienst,Gesellschaft / Partizipation
BE-16368,Mofa,Sport
BE-16368,Tanzen,Musik / Tanz
BE-16368,Latein,Sprachen
BE-16368,Französisch,Sprachen
BE-16368,Spanisch,Sprachen
BE-16368,Italienisch,Sprachen
BE-16368,Polnisch,Sprachen
BE-16368,Billard,Sport
BE-16368,Trampolin,Sport
BE-16368,Physik,Naturwissenschaft / Technik
BE-16369,Volleyball,Sport
BE-16369,Fußball,Sport
BE-16369,Ringen,Sport
BE-16369,Fitness,Sport
BE-16384,Computer,Naturwissenschaft / Technik
BE-16384,Basketball,Sport
BE-16384,Volleyball,Sport
BE-16384,Englisch,Sprachen
BE-16384,Puppenspiel,Kunst / Kultur
BE-16388,Schülerzeitung,Literatur / Medien
BE-16388,Töpfern,Handwerk
BE-16388,Fußball,Sport
BE-16395,Fußball,Sport
BE-16395,Volleyball,Sport
BE-16395,Karate,Sport
BE-16395,Tennis,Sport
BE-16395,Schülerzeitung,Literatur / Medien
BE-16396,Keyboard,Musik / Tanz
BE-16396,Tanzen,Musik / Tanz
BE-16396,Judo,Sport
BE-16396,Turnen,Sport
BE-16396,Basketball,Sport
BE-16396,Karate,Sport
BE-16396,Fußball,Sport
BE-16396,Russisch,Sprachen
BE-16400,Solarenergie,Umwelt
BE-16400,Darstellendes Spiel,Kunst / Kultur
BE-16400,Energieeinsparung,Umwelt
BE-16400,Film,Literatur / Medien
BE-16400,Homepage,Naturwissenschaft / Technik
BE-16401,Informatik,Naturwissenschaft / Technik
BE-16401,Fotografie,Literatur / Medien
BE-16401,Video,Literatur / Medien
BE-16404,Tennis,Sport
BE-16404,Reiten,Sport
BE-16404,Segeln,Sport
BE-16404,Fußball,Sport
BE-16404,Schlagzeug,Musik / Tanz
BE-16405,Bibliothek,Literatur / Medien
BE-16405,Streitschlichter,Gesellschaft / Partizipation
BE-16405,Tanzen,Musik / Tanz
BE-16405,Theater,Kunst / Kultur
BE-16405,Schülerzeitung,Literatur / Medien
BE-16405,Fahrradwerkstatt,Handwerk
BE-16405,Sprachförderung,Sprachen
BE-16415,Französisch,Sprachen
BE-16415,Fahrradwerkstatt,Handwerk
BE-16415,Keramik,Handwerk
BE-16415,Selbstverteidigung,Sport
BE-16415,Mediation,Gesellschaft / Partizipation
BE-16416,Kochen,Handwerk
BE-16416,Handball,Sport
BE-16416,Fußball,Sport
BE-16416,Theater,Kunst / Kultur
BE-16416,Chor,Musik / Tanz
BE-16416,Computer,Naturwissenschaft / Technik
BE-16416,Badminton,Sport
BE-16416,Sportspiele,Sport
BE-16420,Schach,Sport
BE-16420,Technik,Naturwissenschaft / Technik
BE-16420,Internet,Naturwissenschaft / Technik
BE-16420,Sportspiele,Sport
BE-16420,Handball,Sport
BE-16420,Chor,Musik / Tanz
BE-16420,Flöten,Musik / Tanz
BE-16420,Gitarre,Musik / Tanz
