Schule;ID;school_type;Partner_name;Type_grob;Type_mittel;Type_detail
Paul-Löbe-Schule;BE-16476;Integrierte Sekundarschule;Literaturwerkstatt und Zentrum für Jugendtheater);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Röntgen-Schule;BE-16760;Integrierte Sekundarschule;Lokales berufliches Orientierungszentrum (LBO);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Albrecht-Haushofer-Schule;BE-16309;Integrierte Sekundarschule;MAN Diesel & Turbo Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Bettina-von-Arnim-Schule;BE-16566;Integrierte Sekundarschule;MAN Diesel & Turbo Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Refik-Veseli-Schule (Integrierte Sekundarschule);BE-16457;Integrierte Sekundarschule;Marriott Hotel Berlin (Marriott International;Wirtschaftsakteur;Wirtschaftsakteur;
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Maxim Gorki Theater Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Theodor-Haubach-Schule;BE-15701;Integrierte Sekundarschule;Media Markt TV-HiFi-Elektro GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Carl-Zeiss-Schule;BE-15835;Integrierte Sekundarschule;Media Markt TV-HiFi-Elektro GmbH u.a.;Wirtschaftsakteur;Wirtschaftsakteur;
Emanuel-Lasker-Schule;BE-16098;Integrierte Sekundarschule;Mensch-Umwelt-Tier e.V. (MUT);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Max-von-Laue-Schule;BE-15841;Integrierte Sekundarschule;Mercedes Benz / Daimler AG;Wirtschaftsakteur;Wirtschaftsakteur;
Heinrich-von-Stephan-Schule (Gemeinschaftsschule);BE-16043;Integrierte Sekundarschule;Mercure Hotel Berlin u.a.;Wirtschaftsakteur;Wirtschaftsakteur;
Grünauer Gemeinschaftsschule;BE-16336;Integrierte Sekundarschule;METEUM - Technische Kinder- und Jugendakademie des Technischen Jugendbildungsvereins in Praxis e.V. (TJP e.V.) in Kooperation mit dem Bezirksamt Treptow-Köpenick;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wilhelm-Bölsche-Schule (Integrierte Sekundarschule);BE-16209;Integrierte Sekundarschule;METEUM -Technische Kinder- und Jugendakademie des Technischen Jugendbildungsvereins in Praxis e. V. in Zusammenarbeit mit dem Bezirksamt Treptow-Köpenick und dem Freizeit- und Erholungszentrum Wuhlheide (FEZ);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Theodor-Haubach-Schule;BE-15701;Integrierte Sekundarschule;METRO Cash & Carry Deutschland GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Hermann-von-Helmholtz-Schule;BE-15718;Integrierte Sekundarschule;Microsoft Deutschland GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Wolfgang-Borchert-Schule (Integrierte Sekundarschule);BE-16767;Integrierte Sekundarschule;Microsoft Deutschland GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Bröndby-Schule (Integrierte Sekundarschule);BE-15682;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Carl-Zeiss-Schule;BE-15835;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Fritz-Karsen-Schule (Gemeinschaftsschule);BE-15716;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Gail-S.-Halvorsen-Integrierte Sekundarschule;BE-15598;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Georg-von-Giesche-Schule;BE-15654;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Heinrich-Böll-Oberschule (Integrierte Sekundarschule);BE-16369;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hemingway-Schule;BE-15979;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Integrierte Sekundarschule Wilmersdorf;BE-15799;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Jean-Krämer-Schule (Integrierte Sekundarschule) Wittenau;BE-16415;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Kurt-Tucholsky-Schule (Integrierte Sekundarschule);BE-16345;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Max-Beckmann-Schule (Integrierte Sekundarschule);BE-16204;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Max-von-Laue-Schule;BE-15841;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Peter-Ustinov-Schule;BE-16401;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Röntgen-Schule;BE-16760;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wilma-Rudolph-Schule (Integrierte Sekundarschule);BE-15619;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Zuckmayer-Schule;BE-16754;Integrierte Sekundarschule;Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Konrad-Duden-Schule (Integrierte Sekundarschule);BE-16200;Integrierte Sekundarschule;Modul e.V. Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Tesla-Schule (Gemeinschaftsschule);BE-16146;Integrierte Sekundarschule;Modul e.V. Förderverein für modernes Lehren und Lernen in Schule;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Refik-Veseli-Schule (Integrierte Sekundarschule);BE-16457;Integrierte Sekundarschule;Mövenpick Hotels & Resorts AG;Wirtschaftsakteur;Wirtschaftsakteur;
Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule);BE-16242;Integrierte Sekundarschule;Münster;Unbestimmt;Unklar;Stadt
Friedensburg-Schule;BE-15923;Integrierte Sekundarschule;Museum für Kommunikation Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Museum
Emanuel-Lasker-Schule;BE-16098;Integrierte Sekundarschule;Musikschule Allegro e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Paula-Fürst-Schule (Gemeinschaftsschule);BE-16470;Integrierte Sekundarschule;Musikschule Charlottenburg-Wilmersdorf;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Musikschule Kreuzberg;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Caspar-David-Friedrich-Schule;BE-16439;Integrierte Sekundarschule;Musikschule Marzahn-Hellersdorf - Hans-Werner-Henze-Musikschule;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Konrad-Wachsmann-Schule;BE-16436;Integrierte Sekundarschule;Musikschule Marzahn-Hellersdorf - Hans-Werner-Henze-Musikschule;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Musikschule Neukölln Paul Hindemith;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Röntgen-Schule;BE-16760;Integrierte Sekundarschule;Musikschule Neukölln Paul Hindemith;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Heinz-Brandt-Schule;BE-16286;Integrierte Sekundarschule;Musikschule Pankow Béla Bartók;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Evangelische Schule Neukölln (Integrierte Sekundarschule);BE-15764;Integrierte Sekundarschule;Musikschule Paul Hindemith;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Bettina-von-Arnim-Schule;BE-16566;Integrierte Sekundarschule;Musikschule Reinickendorf;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Bertolt-Brecht-Oberschule (Integrierte Sekundarschule);BE-16092;Integrierte Sekundarschule;Musikschule Spandau;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Carlo-Schmid-Oberschule (Integrierte Sekundarschule);BE-16368;Integrierte Sekundarschule;Musikschule Spandau;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Friedenauer Gemeinschaftsschule;BE-16822;Integrierte Sekundarschule;Musikschule Tempelhof-Schöneberg Leo Kestenberg;Öffentliche Infrastruktur;musikschule/musikalische Einrichtung;musikschule/musikalische Einrichtung
Grünauer Gemeinschaftsschule;BE-16336;Integrierte Sekundarschule;Musikschule Treptow-Köpenick Joseph-Schmidt-Musikschule;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Hugo-Gaudig-Schule;BE-15699;Integrierte Sekundarschule;Nachbarschafts- und Selbsthilfezentrum (NUSZ) in der ufa Fabrik e.V. (Kooperation in der ergänzenden Betreuung);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Friedenauer Gemeinschaftsschule;BE-16822;Integrierte Sekundarschule;Nachbarschaftsheim Schöneberg;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Georg-von-Giesche-Schule;BE-15654;Integrierte Sekundarschule;Nachbarschaftsheim Schöneberg e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Friedensburg-Schule;BE-15923;Integrierte Sekundarschule;nestecs (EDV-Kenntnisse);Wirtschaftsakteur;Wirtschaftsakteur (Bildung);
Friedrich-Bergius-Schule;BE-15652;Integrierte Sekundarschule;Netzwerk Berufspraxis des Trägervereins Modul e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Friedenauer Gemeinschaftsschule;BE-16822;Integrierte Sekundarschule;Netzwerk Friedenau;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Netzwerk
Robert-Jungk-Schule;BE-16181;Integrierte Sekundarschule;Netzwerk im Sozialraum e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bettina-von-Arnim-Schule;BE-16566;Integrierte Sekundarschule;Netzwerk Märkisches Viertel e.V. (c/o GESOBAU-Nachbarschaftsetage);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grünauer Gemeinschaftsschule;BE-16336;Integrierte Sekundarschule;Neue Musikschule Berlin in der Veteranenstraße 21;Wirtschaftsakteur;Musikschule/musikalische Einrichtung;
Hedwig-Dohm-Schule (Integrierte Sekundarschule);BE-16044;Integrierte Sekundarschule;Neues Wohnen im Kiez GmbH (Kinder-;Wirtschaftsakteur;Wirtschaftsakteur;
Philipp-Reis-Schule (Integrierte Sekundarschule);BE-16468;Integrierte Sekundarschule;Neues Wohnen im Kiez GmbH (Kinder-;Wirtschaftsakteur;Wirtschaftsakteur;
Otto-Hahn-Schule;BE-15719;Integrierte Sekundarschule;Neuköllner Netzwerk Berufshilfe (NNB) e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Neuköllner Oper;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Oper
Fritz-Karsen-Schule (Gemeinschaftsschule);BE-15716;Integrierte Sekundarschule;Neuköllner Sportfreunde e.V. (Hockey);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Fritz-Karsen-Schule (Gemeinschaftsschule);BE-15716;Integrierte Sekundarschule;NFTE Deutschland e. V. - Network For Teaching Entrepreneurship;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Willy-Brandt-Schule;BE-16201;Integrierte Sekundarschule;Nord (Roma-Mediatoren & Arabische Mediatoren);Gemeinnütziger Akteur;Modell/Förderprogramm/Projekt;
Heinrich-von-Stephan-Schule (Gemeinschaftsschule);BE-16043;Integrierte Sekundarschule;Oberschulen und dem Center für Digitale Systeme der Freien Universität Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Sportschule im Olympiapark - Poelchau-Schule;BE-16708;Integrierte Sekundarschule;Olympiastützpunkt Berlin;Öffentliche Infrastruktur;Sportverein/Programm/Initaitve;
Tesla-Schule (Gemeinschaftsschule);BE-16146;Integrierte Sekundarschule;Optec-Berlin-Brandenburg (OpTecBB) e.V. (optische Technologie);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Anna-Seghers-Schule (Gemeinschaftsschule);BE-15787;Integrierte Sekundarschule;Orbitall-Raumfahrtzentrum im FEZ Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Kerschensteiner-Schule;BE-16176;Integrierte Sekundarschule;OTA Ausbildungszentrum GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Bettina-von-Arnim-Schule;BE-16566;Integrierte Sekundarschule;OTIS GmbH & Co. OHG;Wirtschaftsakteur;Wirtschaftsakteur;
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Otto-Suhr-Volkshochschule Neukölln;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Evangelische Schule Neukölln (Integrierte Sekundarschule);BE-15764;Integrierte Sekundarschule;Outreach - Mobile Jugendarbeit Berlin;Gemeinnütziger Akteur;Modell/Förderprogramm/Projekt;
Johann-Julius-Hecker-Schule;BE-16705;Integrierte Sekundarschule;Outreach - Mobile Jugendarbeit Berlin;Gemeinnütziger Akteur;Modell/Förderprogramm/Projekt;
Paul-Schmidt-Schule (Integrierte Sekundarschule);BE-16819;Integrierte Sekundarschule;pad e. V. (Jugend- und Familienhilfe;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);BE-16629;Integrierte Sekundarschule;pad e.V. - Eltern und Jugendliche gegen Drogenmissbrauch;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Georg-Klingenberg-Schule;BE-16585;Integrierte Sekundarschule;pad e.V. (Sucht- und Gewaltprävention);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Philipp-Reis-Schule (Integrierte Sekundarschule);BE-16468;Integrierte Sekundarschule;pad e.V. (Sucht- und Gewaltprävention);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hector-Peterson-Schule;BE-16273;Integrierte Sekundarschule;ParkourONE GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Benjamin-Franklin-Schule (Integrierte Sekundarschule);BE-16206;Integrierte Sekundarschule;Parnerschaft mit indonesischer Schule;Partnerschule;Partnerschule;
Jean-Piaget-Schule;BE-16575;Integrierte Sekundarschule;Partner: Schule-Wirtschaft (Landesagentur der Senatsverwaltung für Bildung;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Amt);
Evangelische Schule Charlottenburg (Integrierte Sekundarschule);BE-16312;Integrierte Sekundarschule;Partner: Schule-Wirtschaft (Landesagentur der Senatsverwaltung für Bildung;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Amt);
Peter-Ustinov-Schule;BE-16401;Integrierte Sekundarschule;Partner: Schule-Wirtschaft (Landesagentur der Senatsverwaltung für Bildung;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Amt);
Tesla-Schule (Gemeinschaftsschule);BE-16146;Integrierte Sekundarschule;Partner: Schule-Wirtschaft (Landesagentur der Senatsverwaltung für Bildung;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Amt);
Sportschule im Olympiapark - Poelchau-Schule;BE-16708;Integrierte Sekundarschule;Partnerschule in Alcobendas bei Madrid (Spanien);Partnerschule;Partnerschule;
Hedwig-Dohm-Schule (Integrierte Sekundarschule);BE-16044;Integrierte Sekundarschule;Partnerschule in Arbois (Frankreich);Partnerschule;Partnerschule;
Bertolt-Brecht-Oberschule (Integrierte Sekundarschule);BE-16092;Integrierte Sekundarschule;Partnerschule in Ashdod (Israel);Partnerschule;Partnerschule;
Vincent-van-Gogh-Schule (Integrierte Sekundarschule);BE-16469;Integrierte Sekundarschule;Partnerschule in Atiquizaya (El Salvador);Partnerschule;Partnerschule;
Carlo-Schmid-Oberschule (Integrierte Sekundarschule);BE-16368;Integrierte Sekundarschule;Partnerschule in Belfast (Nordirland);Partnerschule;Partnerschule;
Kopernikus-Schule (Integrierte Sekundarschule);BE-15681;Integrierte Sekundarschule;Partnerschule in Brøndby Strand bei Kopenhagen (Dänemark);Partnerschule;Partnerschule;
Alexander-Puschkin-Schule;BE-16510;Integrierte Sekundarschule;Partnerschule in Cesme (Türkei);Partnerschule;Partnerschule;
Evangelische Schule Charlottenburg (Integrierte Sekundarschule);BE-16312;Integrierte Sekundarschule;Partnerschule in Cieszyn (Polen);Partnerschule;Partnerschule;
Kepler-Schule;BE-16755;Integrierte Sekundarschule;Partnerschule in Cotonou (Benin);Partnerschule;Partnerschule;
Carlo-Schmid-Oberschule (Integrierte Sekundarschule);BE-16368;Integrierte Sekundarschule;Partnerschule in El Salvador;Partnerschule;Partnerschule;
Rudolf-Virchow-Schule;BE-16681;Integrierte Sekundarschule;Partnerschule in England;Partnerschule;Partnerschule;
Alexander-Puschkin-Schule;BE-16510;Integrierte Sekundarschule;Partnerschule in Enköping (Schweden);Partnerschule;Partnerschule;
Clay-Schule;BE-15720;Integrierte Sekundarschule;Partnerschule in Espoo bei Helsinki (Finnland);Partnerschule;Partnerschule;
Clay-Schule;BE-15720;Integrierte Sekundarschule;Partnerschule in Gol (Norwegen);Partnerschule;Partnerschule;
Alexander-Puschkin-Schule;BE-16510;Integrierte Sekundarschule;Partnerschule in Hanoi (Vietnam);Partnerschule;Partnerschule;
Carlo-Schmid-Oberschule (Integrierte Sekundarschule);BE-16368;Integrierte Sekundarschule;Partnerschule in Isle of Sheppey (England);Partnerschule;Partnerschule;
Ernst-Haeckel-Schule;BE-16547;Integrierte Sekundarschule;Partnerschule in Kalisz (Polen);Partnerschule;Partnerschule;
Fritz-Reuter-Schule;BE-16466;Integrierte Sekundarschule;Partnerschule in Livry-Gargan bei Paris (Frankreich);Partnerschule;Partnerschule;
Anna-Seghers-Schule (Gemeinschaftsschule);BE-15787;Integrierte Sekundarschule;Partnerschule in Mainz;Partnerschule;Partnerschule;
Alexander-Puschkin-Schule;BE-16510;Integrierte Sekundarschule;Partnerschule in Maputo (Mosambik);Partnerschule;Partnerschule;
Fritz-Reuter-Schule;BE-16466;Integrierte Sekundarschule;Partnerschule in Minneapolis/St Paul’s (USA);Partnerschule;Partnerschule;
Gail-S.-Halvorsen-Integrierte Sekundarschule;BE-15598;Integrierte Sekundarschule;Partnerschule in Olst-Wijhe (Niederlanden);Partnerschule;Partnerschule;
Max-Beckmann-Schule (Integrierte Sekundarschule);BE-16204;Integrierte Sekundarschule;Partnerschule in Rio Rico / Arizona (USA);Partnerschule;Partnerschule;
Hermann-von-Helmholtz-Schule;BE-15718;Integrierte Sekundarschule;Partnerschule in Soyaux (Frankreich);Partnerschule;Partnerschule;
Alexander-Puschkin-Schule;BE-16510;Integrierte Sekundarschule;Partnerschule in Venezia (Italien);Partnerschule;Partnerschule;
Jean-Piaget-Schule;BE-16575;Integrierte Sekundarschule;Partnerschulen im Ausland;Partnerschule;Partnerschule;
Martin-Buber-Oberschule (Integrierte Sekundarschule);BE-16366;Integrierte Sekundarschule;Partnerschulen in den USA;Partnerschule;Partnerschule;
Clay-Schule;BE-15720;Integrierte Sekundarschule;Partnerschulen in England;Partnerschule;Partnerschule;
Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule);BE-16242;Integrierte Sekundarschule;Partnerschulen in Hamburg;Partnerschule;Partnerschule;
Georg-von-Giesche-Schule;BE-15654;Integrierte Sekundarschule;Partnerschulen in Nantes und Straßburg (Frankreich);Partnerschule;Partnerschule;
Theodor-Heuss-Schule (Gemeinschaftsschule);BE-16863;Integrierte Sekundarschule;Paulo Freire Institut;Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Christburg Campus gGmbH;BE-16577;Integrierte Sekundarschule;Pausenbetreuung;Unbestimmt;Unklar;
Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule);BE-15886;Integrierte Sekundarschule;Pestalozzi-Fröbel-Haus;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Ellen-Key-Schule;BE-15890;Integrierte Sekundarschule;Pestalozzi-Fröbel-Haus (Projekt Arbeiten und Lernen);Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Pestalozzi-Fröbel-Haus (Projekt Arbeiten und Lernen);Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
